index,Address,latitude,longitude,geometry
261,"3088 W 35th Ave, Vancouver, BC",49.2401657,-123.1740899,POINT (-123.1740899 49.2401657)
262,"2028 W 35th Ave, Vancouver, BC",49.2397842,-123.1527349,POINT (-123.1527349 49.2397842)
263,"3535 W 35th Ave, Vancouver, BC",49.240738,-123.1832271,POINT (-123.1832271 49.240738)
264,"2953 W 34th Ave, Vancouver, BC",49.2416432,-123.1716932,POINT (-123.1716932 49.2416432)
265,"3425 W 34th Ave, Vancouver, BC",49.2416898,-123.1806978,POINT (-123.1806978 49.2416898)
266,"3041 W 34th Ave, Vancouver, BC",49.2416492,-123.1736426,POINT (-123.1736426 49.2416492)
267,"4010 W 34th Ave, Vancouver, BC",49.2411847,-123.1941433,POINT (-123.1941433 49.2411847)
268,"3939 W 34th Ave, Vancouver, BC",49.2417132,-123.1922989,POINT (-123.1922989 49.2417132)
269,"2907 W 34th Ave, Vancouver, BC",49.2416324,-123.1705954,POINT (-123.1705954 49.2416324)
270,"2250 W 34th Ave, Vancouver, BC",49.2409746,-123.1585936,POINT (-123.1585936 49.2409746)
271,"1157 W 33rd Ave, Vancouver, BC",49.2418522,-123.131517,POINT (-123.131517 49.2418522)
272,"4056 W 33rd Ave, Vancouver, BC",49.2421449,-123.1953897,POINT (-123.1953897 49.2421449)
273,"2828 W 33rd Ave, Vancouver, BC",49.2420396,-123.1689503,POINT (-123.1689503 49.2420396)
274,"1908 W 33rd Ave, Vancouver, BC",49.2417827,-123.149619,POINT (-123.149619 49.2417827)
275,"2935 W 33rd Ave, Vancouver, BC",49.2425867,-123.171265,POINT (-123.171265 49.2425867)
276,"3341 W 33rd Ave, Vancouver, BC",49.2426223,-123.1795015,POINT (-123.1795015 49.2426223)
277,"1320 W 33rd Ave, Vancouver, BC",49.2414276,-123.1351957,POINT (-123.1351957 49.2414276)
278,"2539 W 33rd Ave, Vancouver, BC",49.2425549,-123.163193,POINT (-123.163193 49.2425549)
279,"3408 W 32nd Ave, Vancouver, BC",49.2430362,-123.1805199,POINT (-123.1805199 49.2430362)
280,"3936 W 32nd Ave, Vancouver, BC",49.243082,-123.1919415,POINT (-123.1919415 49.243082)
281,"1159 W 32nd Ave, Vancouver, BC",49.2431499,-123.1318762,POINT (-123.1318762 49.2431499)
282,"3409 W 32nd Ave, Vancouver, BC",49.2435765,-123.1805145,POINT (-123.1805145 49.2435765)
283,"2850 W 32nd Ave, Vancouver, BC",49.2429846,-123.1689201,POINT (-123.1689201 49.2429846)
284,"3933 W 32nd Ave, Vancouver, BC",49.2436187,-123.1917992,POINT (-123.1917992 49.2436187)
285,"3581 W 32nd Ave, Vancouver, BC",49.2435854,-123.1843039,POINT (-123.1843039 49.2435854)
286,"3587 W 32nd Ave, Vancouver, BC",49.2435887,-123.1844272,POINT (-123.1844272 49.2435887)
287,"3026 W 32nd Ave, Vancouver, BC",49.2430032,-123.1734091,POINT (-123.1734091 49.2430032)
288,"4085 W 31st Ave, Vancouver, BC",49.2445925,-123.1963403,POINT (-123.1963403 49.2445925)
289,"2676 W 31st Ave, Vancouver, BC",49.2439198,-123.1650869,POINT (-123.1650869 49.2439198)
290,"3857 W 31st Ave, Vancouver, BC",49.2445634,-123.1896823,POINT (-123.1896823 49.2445634)
291,"3851 W 31st Ave, Vancouver, BC",49.244567,-123.1894761,POINT (-123.1894761 49.244567)
292,"3937 W 31st Ave, Vancouver, BC",49.2445777,-123.1919608,POINT (-123.1919608 49.2445777)
293,"3953 W 31st Ave, Vancouver, BC",49.2445704,-123.1923732,POINT (-123.1923732 49.2445704)
294,"2696 W 31st Ave, Vancouver, BC",49.2439252,-123.1652925,POINT (-123.1652925 49.2439252)
295,"3858 W 30th Ave, Vancouver, BC",49.2449785,-123.189712,POINT (-123.189712 49.2449785)
296,"1849 W 30th Ave, Vancouver, BC",49.2449057,-123.1474772,POINT (-123.1474772 49.2449057)
297,"3946 W 30th Ave, Vancouver, BC",49.2449884,-123.1921694,POINT (-123.1921694 49.2449884)
298,"3538 W 30th Ave, Vancouver, BC",49.2449425,-123.1831505,POINT (-123.1831505 49.2449425)
299,"3562 W 30th Ave, Vancouver, BC",49.2449499,-123.1837817,POINT (-123.1837817 49.2449499)
300,"2763 W 30th Ave, Vancouver, BC",49.2454206,-123.1670138,POINT (-123.1670138 49.2454206)
301,"3826 W 30th Ave, Vancouver, BC",49.244975,-123.1888884,POINT (-123.1888884 49.244975)
302,"3805 W 2nd Ave, Vancouver, BC",49.2706975,-123.1877829,POINT (-123.1877829 49.2706975)
303,"135 W 2nd Ave, Vancouver, BC",49.2693477,-123.1074605,POINT (-123.1074605 49.2693477)
304,"2950 W 2nd Ave, Vancouver, BC",49.2699314,-123.1712186,POINT (-123.1712186 49.2699314)
305,"4350 W 2nd Ave, Vancouver, BC",49.2709532,-123.2045569,POINT (-123.2045569 49.2709532)
306,"4433 W 2nd Ave, Vancouver, BC",49.2715503,-123.2067467,POINT (-123.2067467 49.2715503)
307,"1889 W 2nd Ave, Vancouver, BC",49.2698494,-123.1475947,POINT (-123.1475947 49.2698494)
308,"3299 W 29th Ave, Vancouver, BC",49.2463092,-123.1782338,POINT (-123.1782338 49.2463092)
309,"3115 W 29th Ave, Vancouver, BC",49.2463928,-123.1745484,POINT (-123.1745484 49.2463928)
310,"2007 W 29th Ave, Vancouver, BC",49.2460599,-123.1502489,POINT (-123.1502489 49.2460599)
311,"2851 W 29th Ave, Vancouver, BC",49.2463714,-123.1692628,POINT (-123.1692628 49.2463714)
312,"4063 W 28th Ave, Vancouver, BC",49.2474381,-123.1956191,POINT (-123.1956191 49.2474381)
313,"3160 W 28th Ave, Vancouver, BC",49.2468126,-123.1750996,POINT (-123.1750996 49.2468126)
314,"1526 W 28th Ave, Vancouver, BC",49.2462158,-123.1401459,POINT (-123.1401459 49.2462158)
315,"3332 W 28th Ave, Vancouver, BC",49.2468306,-123.1795753,POINT (-123.1795753 49.2468306)
316,"482 W 28th Ave, Vancouver, BC",49.2460564,-123.1145591,POINT (-123.1145591 49.2460564)
317,"3320 W 28th Ave, Vancouver, BC",49.246826,-123.1793971,POINT (-123.1793971 49.246826)
318,"7 W 28th Ave, Vancouver, BC",49.2462866,-123.1053156,POINT (-123.1053156 49.2462866)
319,"3855 W 27th Ave, Vancouver, BC",49.2483548,-123.1896587,POINT (-123.1896587 49.2483548)
320,"3320 W 27th Ave, Vancouver, BC",49.2477717,-123.1793945,POINT (-123.1793945 49.2477717)
321,"1192 W 26th Ave, Vancouver, BC",49.2479575,-123.1317851,POINT (-123.1317851 49.2479575)
322,"3236 W 26th Ave, Vancouver, BC",49.2487118,-123.1767693,POINT (-123.1767693 49.2487118)
323,"637 W 26th Ave, Vancouver, BC",49.2482714,-123.1192272,POINT (-123.1192272 49.2482714)
324,"3229 W 26th Ave, Vancouver, BC",49.2492557,-123.1765577,POINT (-123.1765577 49.2492557)
325,"843 W 26th Ave, Vancouver, BC",49.248347,-123.1234112,POINT (-123.1234112 49.248347)
326,"3960 W 24th Ave, Vancouver, BC",49.2508284,-123.1922967,POINT (-123.1922967 49.2508284)
327,"3983 W 24th Ave, Vancouver, BC",49.2513462,-123.1931581,POINT (-123.1931581 49.2513462)
328,"3794 W 24th Ave, Vancouver, BC",49.2508116,-123.1878481,POINT (-123.1878481 49.2508116)
329,"2923 W 23rd Ave, Vancouver, BC",49.2521581,-123.1707914,POINT (-123.1707914 49.2521581)
330,"3177 W 23rd Ave, Vancouver, BC",49.2521731,-123.1751441,POINT (-123.1751441 49.2521731)
331,"3476 W 23rd Ave, Vancouver, BC",49.2516877,-123.1813814,POINT (-123.1813814 49.2516877)
332,"2901 W 23rd Ave, Vancouver, BC",49.2521552,-123.1703383,POINT (-123.1703383 49.2521552)
333,"3160 W 23rd Ave, Vancouver, BC",49.2516652,-123.1750102,POINT (-123.1750102 49.2516652)
334,"3818 W 23rd Ave, Vancouver, BC",49.2517162,-123.188686,POINT (-123.188686 49.2517162)
335,"570 W 23rd Ave, Vancouver, BC",49.2503288,-123.1173416,POINT (-123.1173416 49.2503288)
336,"3852 W 23rd Ave, Vancouver, BC",49.2517207,-123.1895509,POINT (-123.1895509 49.2517207)
337,"3825 W 23rd Ave, Vancouver, BC",49.2522331,-123.1888195,POINT (-123.1888195 49.2522331)
338,"3575 W 23rd Ave, Vancouver, BC",49.2522119,-123.1838628,POINT (-123.1838628 49.2522119)
339,"3438 W 23rd Ave, Vancouver, BC",49.2516824,-123.1808323,POINT (-123.1808323 49.2516824)
340,"2755 W 23rd Ave, Vancouver, BC",49.2521387,-123.1666174,POINT (-123.1666174 49.2521387)
341,"2957 W 23rd Ave, Vancouver, BC",49.252161,-123.1715878,POINT (-123.1715878 49.252161)
342,"3256 W 22nd Ave, Vancouver, BC",49.2525712,-123.1772761,POINT (-123.1772761 49.2525712)
343,"318 W 22nd Ave, Vancouver, BC",49.250796,-123.1115717,POINT (-123.1115717 49.250796)
344,"2569 W 22nd Ave, Vancouver, BC",49.2530061,-123.1632957,POINT (-123.1632957 49.2530061)
345,"3331 W 22nd Ave, Vancouver, BC",49.2530962,-123.1794417,POINT (-123.1794417 49.2530962)
346,"341 W 22nd Ave, Vancouver, BC",49.2513522,-123.1118255,POINT (-123.1118255 49.2513522)
347,"2790 W 22nd Ave, Vancouver, BC",49.2525387,-123.1674445,POINT (-123.1674445 49.2525387)
348,"227 W 22nd Ave, Vancouver, BC",49.2513241,-123.1104401,POINT (-123.1104401 49.2513241)
349,"2817 W 22nd Ave, Vancouver, BC",49.2530549,-123.168237,POINT (-123.168237 49.2530549)
350,"2428 W 22nd Ave, Vancouver, BC",49.2524765,-123.1609658,POINT (-123.1609658 49.2524765)
351,"132 W 22nd Ave, Vancouver, BC",49.2507352,-123.1082931,POINT (-123.1082931 49.2507352)
352,"376 W 22nd Ave, Vancouver, BC",49.2508053,-123.1122578,POINT (-123.1122578 49.2508053)
353,"3848 W 22nd Ave, Vancouver, BC",49.2526258,-123.1893725,POINT (-123.1893725 49.2526258)
354,"2910 W 22nd Ave, Vancouver, BC",49.252547,-123.1705067,POINT (-123.1705067 49.252547)
355,"2216 W 21st Ave, Vancouver, BC",49.2532864,-123.1561504,POINT (-123.1561504 49.2532864)
356,"967 W 21st Ave, Vancouver, BC",49.2528619,-123.1261941,POINT (-123.1261941 49.2528619)
357,"3622 W 21st Ave, Vancouver, BC",49.2535167,-123.185885,POINT (-123.185885 49.2535167)
358,"3234 W 21st Ave, Vancouver, BC",49.253477,-123.1767815,POINT (-123.1767815 49.253477)
359,"937 W 21st Ave, Vancouver, BC",49.2528526,-123.1255079,POINT (-123.1255079 49.2528526)
360,"905 W 21st Ave, Vancouver, BC",49.2528423,-123.1247807,POINT (-123.1247807 49.2528423)
361,"904 W 20th Ave, Vancouver, BC",49.2532293,-123.1247704,POINT (-123.1247704 49.2532293)
362,"2748 W 20th Ave, Vancouver, BC",49.2543397,-123.1664006,POINT (-123.1664006 49.2543397)
363,"2878 W 20th Ave, Vancouver, BC",49.2543517,-123.1696,POINT (-123.1696 49.2543517)
364,"2333 W 20th Ave, Vancouver, BC",49.2547454,-123.1588766,POINT (-123.1588766 49.2547454)
365,"671 W 20th Ave, Vancouver, BC",49.2536403,-123.1195806,POINT (-123.1195806 49.2536403)
366,"403 W 20th Ave, Vancouver, BC",49.2531992,-123.1128505,POINT (-123.1128505 49.2531992)
367,"623 W 20th Ave, Vancouver, BC",49.2536184,-123.1187579,POINT (-123.1187579 49.2536184)
368,"4012 W 20th Ave, Vancouver, BC",49.2544493,-123.1940279,POINT (-123.1940279 49.2544493)
369,"869 W 20th Ave, Vancouver, BC",49.2537249,-123.1237645,POINT (-123.1237645 49.2537249)
370,"420 W 20th Ave, Vancouver, BC",49.25264,-123.11316,POINT (-123.11316 49.25264)
371,"647 W 20th Ave, Vancouver, BC",49.2536293,-123.1191693,POINT (-123.1191693 49.2536293)
372,"302 W 1st Ave, Vancouver, BC",49.26897,-123.1123602,POINT (-123.1123602 49.26897)
373,"1860 W 1st Ave, Vancouver, BC",49.2706547,-123.1470066,POINT (-123.1470066 49.2706547)
374,"2748 W 1st Ave, Vancouver, BC",49.2710032,-123.1674445,POINT (-123.1674445 49.2710032)
375,"66 W 1st Ave, Vancouver, BC",49.270149,-123.1057091,POINT (-123.1057091 49.270149)
376,"408 W 1st Ave, Vancouver, BC",49.26817,-123.1140881,POINT (-123.1140881 49.26817)
377,"4568 W 1st Ave, Vancouver, BC",49.2719254,-123.2108047,POINT (-123.2108047 49.2719254)
378,"2445 W 1st Ave, Vancouver, BC",49.2709469,-123.1609601,POINT (-123.1609601 49.2709469)
379,"2546 W 1st Ave, Vancouver, BC",49.2706776,-123.1632729,POINT (-123.1632729 49.2706776)
380,"280 W 1st Ave, Vancouver, BC",49.2693364,-123.1115949,POINT (-123.1115949 49.2693364)
381,"UNIT 3818 -- 3820 W 1st Ave, Vancouver, BC",49.2713317,-123.1882391,POINT (-123.1882391 49.2713317)
382,"18 W 1st Ave, Vancouver, BC",49.2701441,-123.1050666,POINT (-123.1050666 49.2701441)
383,"2642 W 1st Ave, Vancouver, BC",49.2707252,-123.1654271,POINT (-123.1654271 49.2707252)
384,"42 W 1st Ave, Vancouver, BC",49.2701481,-123.1055912,POINT (-123.1055912 49.2701481)
385,"258 W 1st Ave, Vancouver, BC",49.2694762,-123.111302,POINT (-123.111302 49.2694762)
386,"3980 W 19th Ave, Vancouver, BC",49.2553488,-123.1929434,POINT (-123.1929434 49.2553488)
387,"86 W 19th Ave, Vancouver, BC",49.2535228,-123.1067733,POINT (-123.1067733 49.2535228)
388,"832 W 19th Ave, Vancouver, BC",49.2540987,-123.1229173,POINT (-123.1229173 49.2540987)
389,"3876 W 19th Ave, Vancouver, BC",49.2553451,-123.1900319,POINT (-123.1900319 49.2553451)
390,"4088 W 19th Ave, Vancouver, BC",49.2553589,-123.1961018,POINT (-123.1961018 49.2553589)
391,"4034 W 19th Ave, Vancouver, BC",49.2553611,-123.1944535,POINT (-123.1944535 49.2553611)
392,"823 W 19th Ave, Vancouver, BC",49.2546036,-123.1225975,POINT (-123.1225975 49.2546036)
393,"3415 W 19th Ave, Vancouver, BC",49.2558173,-123.1805124,POINT (-123.1805124 49.2558173)
394,"3180 W 19th Ave, Vancouver, BC",49.2553123,-123.1756672,POINT (-123.1756672 49.2553123)
395,"3149 W 19th Ave, Vancouver, BC",49.2558415,-123.1752367,POINT (-123.1752367 49.2558415)
396,"2222 W 19th Ave, Vancouver, BC",49.255086,-123.1560813,POINT (-123.1560813 49.255086)
397,"4027 W 19th Ave, Vancouver, BC",49.2558748,-123.1944637,POINT (-123.1944637 49.2558748)
398,"620 W 19th Ave, Vancouver, BC",49.2540647,-123.1186066,POINT (-123.1186066 49.2540647)
399,"2738 W 19th Ave, Vancouver, BC",49.2552397,-123.1663731,POINT (-123.1663731 49.2552397)
400,"3767 W 19th Ave, Vancouver, BC",49.2558488,-123.187584,POINT (-123.187584 49.2558488)
401,"2436 W 18th Ave, Vancouver, BC",49.2560772,-123.1612262,POINT (-123.1612262 49.2560772)
402,"108 W 18th Ave, Vancouver, BC",49.2544639,-123.1076074,POINT (-123.1076074 49.2544639)
403,"362 W 18th Ave, Vancouver, BC",49.2545444,-123.1119565,POINT (-123.1119565 49.2545444)
404,"448 W 18th Ave, Vancouver, BC",49.2545802,-123.1136299,POINT (-123.1136299 49.2545802)
405,"861 W 18th Ave, Vancouver, BC",49.2555218,-123.1232548,POINT (-123.1232548 49.2555218)
406,"3475 W 18th Ave, Vancouver, BC",49.2567183,-123.1812131,POINT (-123.1812131 49.2567183)
407,"W 18th Ave, Vancouver, BC",49.2553702,-123.1508404,POINT (-123.1508404 49.2553702)
408,"W 18th Ave, Vancouver, BC",49.2553702,-123.1508404,POINT (-123.1508404 49.2553702)
409,"3918 W 18th Ave, Vancouver, BC",49.2562538,-123.1913778,POINT (-123.1913778 49.2562538)
410,"2833 W 18th Ave, Vancouver, BC",49.2566304,-123.1685682,POINT (-123.1685682 49.2566304)
411,"3913 W 18th Ave, Vancouver, BC",49.2567736,-123.1912777,POINT (-123.1912777 49.2567736)
412,"2335 W 18th Ave, Vancouver, BC",49.25659,-123.1588049,POINT (-123.1588049 49.25659)
413,"2265 W 18th Ave, Vancouver, BC",49.2565624,-123.1570759,POINT (-123.1570759 49.2565624)
414,"3781 W 18th Ave, Vancouver, BC",49.2567513,-123.1876529,POINT (-123.1876529 49.2567513)
415,"3826 W 18th Ave, Vancouver, BC",49.2562403,-123.1887827,POINT (-123.1887827 49.2562403)
416,"667 W 17th Ave, Vancouver, BC",49.2563412,-123.1191932,POINT (-123.1191932 49.2563412)
417,"3668 W 17th Ave, Vancouver, BC",49.2571206,-123.1862708,POINT (-123.1862708 49.2571206)
418,"845 W 17th Ave, Vancouver, BC",49.2564235,-123.1229517,POINT (-123.1229517 49.2564235)
419,"3930 W 17th Ave, Vancouver, BC",49.2571808,-123.1916926,POINT (-123.1916926 49.2571808)
420,"476 W 17th Ave, Vancouver, BC",49.2555574,-123.1141323,POINT (-123.1141323 49.2555574)
421,"2756 W 17th Ave, Vancouver, BC",49.2568649,-123.1665211,POINT (-123.1665211 49.2568649)
422,"3335 W 16th Ave, Vancouver, BC",49.2581819,-123.1789677,POINT (-123.1789677 49.2581819)
423,"1066 W 16th Ave, Vancouver, BC",49.2570139,-123.1287694,POINT (-123.1287694 49.2570139)
424,"3441 W 16th Ave, Vancouver, BC",49.258218,-123.1810396,POINT (-123.1810396 49.258218)
425,"3483 W 16th Ave, Vancouver, BC",49.2582288,-123.181451,POINT (-123.181451 49.2582288)
426,"4217 W 16th Ave, Vancouver, BC",49.2585159,-123.2007872,POINT (-123.2007872 49.2585159)
427,"150 W 16th Ave, Vancouver, BC",49.2566914,-123.1084804,POINT (-123.1084804 49.2566914)
428,"168 W 16th Ave, Vancouver, BC",49.2567019,-123.1088964,POINT (-123.1088964 49.2567019)
429,"4467 W 16th Ave, Vancouver, BC",49.2586283,-123.2082526,POINT (-123.2082526 49.2586283)
430,"3256 W 16th Ave, Vancouver, BC",49.2574597,-123.1771848,POINT (-123.1771848 49.2574597)
431,"956 W 16th Ave, Vancouver, BC",49.2570588,-123.125613,POINT (-123.125613 49.2570588)
432,"1062 W 16th Ave, Vancouver, BC",49.2567474,-123.1286868,POINT (-123.1286868 49.2567474)
433,"4223 W 15th Ave, Vancouver, BC",49.2594195,-123.2008975,POINT (-123.2008975 49.2594195)
434,"958 W 15th Ave, Vancouver, BC",49.2577685,-123.1263926,POINT (-123.1263926 49.2577685)
435,"922 W 15th Ave, Vancouver, BC",49.2577484,-123.1250373,POINT (-123.1250373 49.2577484)
436,"2941 W 15th Ave, Vancouver, BC",49.2589599,-123.171187,POINT (-123.171187 49.2589599)
437,"2506 W 15th Ave, Vancouver, BC",49.2581108,-123.16286,POINT (-123.16286 49.2581108)
438,"3232 W 15th Ave, Vancouver, BC",49.2585378,-123.1767346,POINT (-123.1767346 49.2585378)
439,"791 W 15th Ave, Vancouver, BC",49.257766,-123.1218851,POINT (-123.1218851 49.257766)
440,"4248 W 15th Ave, Vancouver, BC",49.2589153,-123.201601,POINT (-123.201601 49.2589153)
441,"2702 W 15th Ave, Vancouver, BC",49.2583815,-123.1666482,POINT (-123.1666482 49.2583815)
442,"4153 W 15th Ave, Vancouver, BC",49.2593888,-123.1986741,POINT (-123.1986741 49.2593888)
443,"322 W 15th Ave, Vancouver, BC",49.2577319,-123.1119277,POINT (-123.1119277 49.2577319)
444,"2466 W 15th Ave, Vancouver, BC",49.2580996,-123.161748,POINT (-123.161748 49.2580996)
445,"2765 W 15th Ave, Vancouver, BC",49.2589056,-123.1677426,POINT (-123.1677426 49.2589056)
446,"2942 W 15th Ave, Vancouver, BC",49.2584474,-123.1712183,POINT (-123.1712183 49.2584474)
447,"3030 W 15th Ave, Vancouver, BC",49.2584725,-123.172865,POINT (-123.172865 49.2584725)
448,"795 W 15th Ave, Vancouver, BC",49.2577666,-123.1219406,POINT (-123.1219406 49.2577666)
449,"1944 W 15th Ave, Vancouver, BC",49.2581169,-123.1494945,POINT (-123.1494945 49.2581169)
450,"2005 W 15th Ave, Vancouver, BC",49.2582083,-123.1511373,POINT (-123.1511373 49.2582083)
451,"3038 W 15th Ave, Vancouver, BC",49.2584761,-123.1730022,POINT (-123.1730022 49.2584761)
452,"3655 W 15th Ave, Vancouver, BC",49.2591808,-123.1851431,POINT (-123.1851431 49.2591808)
453,"4238 W 15th Ave, Vancouver, BC",49.2589082,-123.2013267,POINT (-123.2013267 49.2589082)
454,"3258 W 15th Ave, Vancouver, BC",49.2585396,-123.1771465,POINT (-123.1771465 49.2585396)
455,"888 W 15th Ave, Vancouver, BC",49.2575884,-123.1240745,POINT (-123.1240745 49.2575884)
456,"2546 W 15th Ave, Vancouver, BC",49.2581238,-123.163697,POINT (-123.163697 49.2581238)
457,"442 W 15th Ave, Vancouver, BC",49.2577818,-123.1140599,POINT (-123.1140599 49.2577818)
458,"926 W 15th Ave, Vancouver, BC",49.2577492,-123.1250897,POINT (-123.1250897 49.2577492)
459,"330 W 15th Ave, Vancouver, BC",49.2577341,-123.1120019,POINT (-123.1120019 49.2577341)
460,"32 W 14th Ave, Vancouver, BC",49.2584528,-123.1059267,POINT (-123.1059267 49.2584528)
461,"3105 W 14th Ave, Vancouver, BC",49.2599167,-123.1743567,POINT (-123.1743567 49.2599167)
462,"3011 W 14th Ave, Vancouver, BC",49.2598873,-123.1725453,POINT (-123.1725453 49.2598873)
463,"2244 W 14th Ave, Vancouver, BC",49.2592055,-123.1566098,POINT (-123.1566098 49.2592055)
464,"UNIT 47 -- 49 W 14th Ave, Vancouver, BC",49.2587588,-123.1061995,POINT (-123.1061995 49.2587588)
465,"4423 W 14th Ave, Vancouver, BC",49.2604172,-123.2070736,POINT (-123.2070736 49.2604172)
466,"2426 W 14th Ave, Vancouver, BC",49.2590045,-123.1608822,POINT (-123.1608822 49.2590045)
467,"2764 W 14th Ave, Vancouver, BC",49.2593049,-123.1678556,POINT (-123.1678556 49.2593049)
468,"4608 W 14th Ave, Vancouver, BC",49.2599842,-123.2126215,POINT (-123.2126215 49.2599842)
469,"1987 W 14th Ave, Vancouver, BC",49.2591444,-123.1502995,POINT (-123.1502995 49.2591444)
470,"4577 W 14th Ave, Vancouver, BC",49.2604868,-123.2115061,POINT (-123.2115061 49.2604868)
471,"3749 W 14th Ave, Vancouver, BC",49.2601093,-123.1868999,POINT (-123.1868999 49.2601093)
472,"1939 W 14th Ave, Vancouver, BC",49.259135,-123.1492878,POINT (-123.1492878 49.259135)
473,"3893 W 14th Ave, Vancouver, BC",49.2601734,-123.1907422,POINT (-123.1907422 49.2601734)
474,"3887 W 14th Ave, Vancouver, BC",49.260168,-123.1905365,POINT (-123.1905365 49.260168)
475,"2515 W 14th Ave, Vancouver, BC",49.2595651,-123.1630183,POINT (-123.1630183 49.2595651)
476,"1848 W 14th Ave, Vancouver, BC",49.2590434,-123.1470475,POINT (-123.1470475 49.2590434)
477,"3019 W 13th Ave, Vancouver, BC",49.2607995,-123.1726408,POINT (-123.1726408 49.2607995)
478,"1855 W 13th Ave, Vancouver, BC",49.2599864,-123.1472682,POINT (-123.1472682 49.2599864)
479,"110 W 13th Ave, Vancouver, BC",49.2593619,-123.1073548,POINT (-123.1073548 49.2593619)
480,"4138 W 13th Ave, Vancouver, BC",49.2606742,-123.1982257,POINT (-123.1982257 49.2606742)
481,"156 W 13th Ave, Vancouver, BC",49.2591564,-123.1089358,POINT (-123.1089358 49.2591564)
482,"3573 W 13th Ave, Vancouver, BC",49.2609645,-123.1834277,POINT (-123.1834277 49.2609645)
483,"3513 W 13th Ave, Vancouver, BC",49.2609445,-123.1823163,POINT (-123.1823163 49.2609445)
484,"1969 W 13th Ave, Vancouver, BC",49.2600322,-123.1498989,POINT (-123.1498989 49.2600322)
485,"4232 W 13th Ave, Vancouver, BC",49.2607133,-123.2011217,POINT (-123.2011217 49.2607133)
486,"2936 W 13th Ave, Vancouver, BC",49.2602524,-123.1710121,POINT (-123.1710121 49.2602524)
487,"4454 W 13th Ave, Vancouver, BC",49.260813,-123.2077503,POINT (-123.2077503 49.260813)
